,index,Location_Coordinates,Location,Hospital_Name,State,District
5686,11269,"12.8785516, 74.8514668","Vajra Hills, Kadri Road, Mangalore",Mangala Hospital and Mangala Kidney Foundation,Karnataka,Dakshina Kannada
5687,11270,"12.9141417, 74.8559568",Ballababagh Mangalore,Manjunatheshwara Eye Hospital,Karnataka,Dakshina Kannada
5688,11271,"12.8770257, 74.8442813","Brigade Plaza, Krr Road, Opp: St. Aloysius School, Karangalpady, Mangalore",Nayana Nethralaya Eye Hospital,Karnataka,Dakshina Kannada
5689,11273,"12.8785516, 74.8514668","Oop.Syndicate Bank Kadri Road,Mangalore",Prathiba Eye Hospital,Karnataka,Dakshina Kannada
5690,11274,"12.8828343, 74.8395391",Ballai Bahg Mangalore,Sir Dharamasthala Manjunatheshwara Eye Hospital,Karnataka,Dakshina Kannada
5691,11275,"12.9141417, 74.8559568","Opp:Professional Couriers, Mannagudda New Road, Bockapatna, Mangalore",Spandana Hospital And Institute Of Neuro Sciences,Karnataka,Dakshina Kannada
5692,11276,"12.8742818, 74.8386506","Dongerkery, Mangalore",Sri Sathya Sai Nursing Home,Karnataka,Dakshina Kannada
5693,11278,"12.8746476, 74.8486416","Bunts Hostel Road, Mangalore",Vijaya Clinic General Hospital,Karnataka,Dakshina Kannada
5694,11280,"12.9141417, 74.8559568","New Mannagudda Road, West Kodial Guthu,Mangalore",Vishal Children and Maternity Hospital,Karnataka,Dakshina Kannada
5695,11281,"12.9141417, 74.8559568",Kodialbail Kodialbail Mangalore,Yenepoya Hospital,Karnataka,Dakshina Kannada
5696,11283,"12.8811523, 74.8524774",Kadri Kambla Road,Vijaya Clinicandmaternity Surgical Nursing Home,Karnataka,Dakshina Kannada
5697,11284,"12.8770257, 74.8442813","Matadakani, Boloor, Mangalore",Saroj Multispeciality Hospital,Karnataka,Dakshina Kannada
5698,11285,"12.9141417, 74.8559568","Srinivas Mattadakani Road, Mangalore",Saroj Panchakarma Chikitsalaya,Karnataka,Dakshina Kannada
5699,11288,"12.9889186, 74.8054361","6-103, Bajpe- Mrpl Road, Surathkal",Dr Murthys Eye Care Centre,Karnataka,Dakshina Kannada
5700,11289,"12.9814337, 74.8233274","Bajpe Road, Kana Surathakal",Misquith and Rao`S Hospital,Karnataka,Dakshina Kannada
5701,11290,"12.9807123, 74.8031446","Surathkal, Dakshina Kannada",Venus Hospital,Karnataka,Dakshina Kannada
5702,11292,"12.9141417, 74.8559568","Medical Science Complex, Deralakatte, Mangalore",K S Hegde Hospital,Karnataka,Dakshina Kannada
5703,11298,"14.4663438, 75.9238397","136, Mahaveera Road",Ravi Nursing Home,Karnataka,Davangere
5704,11299,"14.4663438, 75.9238397",K.R. Road,Sri Gurunath Hospital,Karnataka,Davangere
5705,11300,"12.9104347, 77.5981624","3Road Main Road, 9Th Cross,J. P. Extention",Apoorva Hospital,Karnataka,Davangere
5706,11301,"31.4388107, 74.2919165",A V K College Road P J Extension P J Extension,Ashwini Nursing Home,Karnataka,Davangere
5707,11303,"12.5197894, 76.8916829","280/2,4Th Main,P.J Extension,Behind Vishveshwaraiah Park",Drishti Speciality Eye Clinic,Karnataka,Davangere
5708,11304,"42.872516, -78.0225394","311/B,Pvilian Road,P.J Extension",Eye Care Centre,Karnataka,Davangere
5709,11305,"14.4663438, 75.9238397","B Block, 2Nd Main",Kadli Ningamma Memorial,Karnataka,Davangere
5710,11306,"13.0001221, 77.5688241","2Nd Main, 9Th Cross P J Extensio",Latha Nursing Home,Karnataka,Davangere
5711,11308,"14.4663438, 75.9238397","4Th Main Road,9Th Cross, P.J. Extension, Behind Vishweshwaraiah Park, Davangere",Nandi Hospital,Karnataka,Davangere
5712,11309,"14.4627258, 75.9143298","No. 757 / 35, 8Th Road, Davangere, P J Extention",Sri Ramakrishna Nursing Home,Karnataka,Davangere
5713,11310,"13.0232487, 77.5585217","No. 174, 3Rd Main, P.J. Extension, P.J. Extension",Suchetana Hospital,Karnataka,Davangere
5714,11311,"14.4626068, 75.917186","212/14, 3Rd Main P J Extension",Susruta Eye Clinic And Laser Centre,Karnataka,Davangere
5715,11313,"14.4643043, 75.9239923","2698 2Nd Main, 2Nd Cross Mcc B , Block",Anugraha Hospital,Karnataka,Davangere
5716,11314,"14.4626132, 75.9172125","No. 1977 / 1 & 2, M C C A Block, Shamanur Road",Ashraya Hospital,Karnataka,Davangere
5717,11316,"14.4527455, 75.9110652",3640 9Th Main Road Mcc B Block,Davanagere Heart Hospital,Karnataka,Davangere
5718,11318,"14.4606, 75.8994314","4Th Main, Church Road",Madhavi Hospital,Karnataka,Davangere
5719,11322,"14.4599414, 75.9102903","Mcc A-Block, Near Modi Compound",Purantar Hospital,Karnataka,Davangere
5720,11325,"39.865066, -74.93917","311/1A, Pavilion Road",Shivaprakash Memorial Hospital,Karnataka,Davangere
5721,11326,"14.4569701, 75.9110782","2629/1A, 1B, Shamanur Road, Mcc B Block",Sukshema Hospital,Karnataka,Davangere
5722,11327,"13.0151965, 80.2089209","36-39, M C Colony, 9Th New B Block",Suraj Hospital Pvt. Ltd.,Karnataka,Davangere
5723,11328,"14.4663438, 75.9238397",Mcc Block,Vinayaka Hospital,Karnataka,Davangere
5724,11331,"14.4663438, 75.9238397","Shikaripura, Shimoga",District Level Hospital,Karnataka,Davangere
5725,11333,"14.4663438, 75.9238397",Harihara,Mudavally Halamma Venkappa Hegde Memorial Hospital,Karnataka,Davangere
5726,11335,"15.4589236, 75.007808",Station Road,Dr B.H. Kamalapur Nursing Home,Karnataka,Dharwad
5727,11336,"15.4589236, 75.007808",Malapur Cross,Dr Ramanagoudar Hospital,Karnataka,Dharwad
5728,11338,"18.493572, 73.85172","8, Keshavnagar, State Bank Colony",Indumati Diabetic And Heart Care Centre,Karnataka,Dharwad
5729,11340,"15.4589236, 75.007808","Dharwad Plaza, Tikare Road, Near Maszid, Dharwad",Mayur Nursing Home,Karnataka,Dharwad
5730,11344,"15.4589236, 75.007808",Station Road,Prashant Nursing Home,Karnataka,Dharwad
5731,11345,"15.4589236, 75.007808",Killa,District Government Hospital Dharwad,Karnataka,Dharwad
5732,11346,"15.3647083, 75.1239547","Maratha Colony, Malapur Road, Hubli",Dr Sr Ramanagoudar Nursing Home,Karnataka,Dharwad
5733,11347,"15.4589236, 75.007808","Malapur Cross, Dharwad",Medical Hospital and Reserch Institute Pvt Ltd,Karnataka,Dharwad
5734,11348,"15.4570602, 74.9877184",Kelgeri Road,Our Lady Of Lourdes Charitable Hospital,Karnataka,Dharwad
5735,11349,"15.386008, 75.1067431","OppositeDistrict Court, P.B.Road, Dharwad",Shreya Hospital Dharwad,Karnataka,Dharwad
5736,11353,"15.4153155, 75.0435916",Sattur,Cranio Facial Surgeryand Research Centre,Karnataka,Dharwad
5737,11355,"15.4153155, 75.0435916","Manjushree Nagar,Sattur, Dharwad, Hubli",Sdm College Of Medical Science And Hospital,Karnataka,Dharwad
5738,11356,"15.4153155, 75.0435916","Sattur, Dharwad",Sdm Narayana Hrudayalaya Heart Center,Karnataka,Dharwad
5739,11357,"15.4589236, 75.007808",Manjushree Nagar Satur Dharwad,Sri Dharma Shala Manjunathewhwara College Of Medic,Karnataka,Dharwad
5740,11358,"15.3486065, 75.1455572",Sardar Mehboob Ali Khan Road Station Road Hubli,Anjuman Hospital and Research Centre,Karnataka,Dharwad
5741,11360,"15.3471361, 75.1311874","Near Nehru Stadium Main Gate, Dhavawad, Hubli, Karnataka",Bilagi Hospital And Research Center,Karnataka,Dharwad
5742,11361,"15.3544383, 75.1352105",New Cotton Market,Chaitanya Multispeciality Hospital,Karnataka,Dharwad
5743,11362,"22.8611273, 88.368633","Bhudeb Mukherjee Road,Barabazar",Chandan Nagar Ocular Clinic,Karnataka,Dharwad
5744,11363,"15.4589236, 75.007808",Chandannagore,Chandannagore (S D ) Hospital,Karnataka,Dharwad
5745,11364,"15.3647083, 75.1239547",H.D.M.C. Hubli,Chitguppi Hospital,Karnataka,Dharwad
5746,11365,"15.4589236, 75.007808",Madhavpur Madhavpur Hubli 580020 Dist Dharwad Karnataka,City Clinic,Karnataka,Dharwad
5747,11367,"15.3524177, 75.1455241",K C Road Gadag K C Road Hubli 580020 Dist Dharwad Karnataka,Dr Sd Sajjanar Hospital,Karnataka,Dharwad
5748,11368,"15.3362709, 75.1258202","Opposite Esi Hospital, Aravind Nagar,Karwar Road, Old Hubli",Dr. Bijapur Hospital,Karnataka,Dharwad
5749,11369,"15.3477431, 75.1437833","Coen Road, Hubli",Hubli Co-Operative Hospital Society Hubli,Karnataka,Dharwad
5750,11375,"22.7156108, 88.3336032","No. 2 Kc Sen Road, Rishra, Hooghly",Rishra Seva Sadan,Karnataka,Dharwad
5751,11378,"15.3647083, 75.1239547","Opposite C.T.O Pinto Road, Hubli",Sneh Childrens Hospital and Research Center,Karnataka,Dharwad
5752,11380,"17.4066338, 78.5115901","Near Vidhya Nagar Police Station, Vidya Nagar",Ayurvaid Hospital,Karnataka,Dharwad
5753,11381,"15.4589236, 75.007808",Hosur Cross Hosur Cross Hubli 580021 Dist Dharwad Karnataka,Dr Kh Jithuri Hospital,Karnataka,Dharwad
5754,11382,"15.3626823, 75.12574","Vidyanagar, P.B.Road, Hubli",Dr R B Patil Nursing Home,Karnataka,Dharwad
5755,11383,"15.3541984, 75.1281027","Hosur, Hubli",Dr.Ghanti Hospital,Karnataka,Dharwad
5756,11384,"15.4589236, 75.007808",Hosur Cross Hubali,Dr.J.K.Jituri Hospital,Karnataka,Dharwad
5757,11385,"15.3647083, 75.1239547","Hemadri, Hosur Cross Hubli",Dr.K.H.Jituri Hospital,Karnataka,Dharwad
5758,11386,"15.3639291, 75.1145061","Vidyanagar, Hubli",Dr.Mudaraddis Eye Maternity and Surgical Hospital,Karnataka,Dharwad
5759,11387,"15.3512497, 75.12516",Padma Nayanalaya Gokul Road Hosur Hubli,M.M. Joshi Eye Institute,Karnataka,Dharwad
5760,11388,"15.3640336, 75.1227949","Prabhat Colony, Vidyanagar, Hubli",Maathoshree Hospital,Karnataka,Dharwad
5761,11389,"15.3501187, 75.1240228","Hosur Cross, Gokul Road, Hubli",Maternity Hospital,Karnataka,Dharwad
5762,11390,"12.7212395, 77.8079576",18 Municipal Block Hosur,Mirajkar Nursing Hoeme,Karnataka,Dharwad
5763,11391,"15.3541984, 75.1281027","Airport Road, Vikas Nagar, Hosur, Hubli",Nalwad Multispeciality Hospital and Research Centre,Karnataka,Dharwad
5764,11392,"15.3617713, 75.1224916","Hosur-Unkal Road, Behind Ksrtc Bus Depot,Vidyanagar",Shri Balaji Institute Of Neuro Science and Trauma,Karnataka,Dharwad
5765,11394,"15.3639291, 75.1145061","OppositeVidhyanagar Police Station, P.B.Road, Vidyanagar, Hubli","Sushruta Multispeciality Hospital and Research Center Pvt. Ltd.,",Karnataka,Dharwad
5766,11395,"15.3482651, 75.1268087",Vikas Nagar,Vithoba Netralaya and Vithoba Memorial Hospital,Karnataka,Dharwad
5767,11396,"15.3537083, 75.1423243","Hemant Nagar Road, Keshwapur, Hubli",Diwakar Orthopaedic Hospital and Trauma Centre,Karnataka,Dharwad
5768,11397,"15.3597857, 75.1467993","Bengeri Road, Keshwapur, Hubali","Kamat General Hospital Hubli,Dr Jaylakshme Kamat,",Karnataka,Dharwad
5769,11398,"15.3340079, 75.1268087",Nava Ayodhya Nagar,Dr Joshi Nursing Home,Karnataka,Dharwad
5770,11399,"15.3383838, 75.1282683","Shri Siddarudhmath Road, Old Hubli",Naregal Nursing Home,Karnataka,Dharwad
5771,11400,"15.3482083, 75.1333493","Arvinda Nagar, Karwar Road,Hubli",Vision Hospital,Karnataka,Dharwad
5772,11401,"15.3935685, 75.0800957","Hig-58, Navanagar",Dr Kalsoor Hospital,Karnataka,Dharwad
5773,11402,"15.3935685, 75.0800957",Navanagar Hubli,The Karnatak Cancer Therapy And Research Institute,Karnataka,Dharwad
5774,11404,"15.3647083, 75.1239547",Rajmahal Behind Sharadha Hotel Infront Off Kay Kay Complex N C M Hubli,Chaitanya Mulispeciality Hospital,Karnataka,Dharwad
5775,11408,"15.3647083, 75.1239547","Deshpande Nagar, Near Revankar Kalyan Mantappa, Hubli",Hcg Nmr Cancer Centre,Karnataka,Dharwad
5776,11409,"15.3559818, 75.1388401",Deshpande Nagar Deshpande Nagar Hubli,Hebsur Hospital,Karnataka,Dharwad
5777,11410,"15.3647083, 75.1239547","Iind Floor, Tapcmsbuilding,Opp Basava VanaP.B Road, Hubli",Hubli Children Hospital and Research Centre (P) Ltd,Karnataka,Dharwad
5778,11411,"9.9556669, 78.1289565","5 & 6 Floor,Laxmi Compex",Hubli Heart Care Hospital,Karnataka,Dharwad
5779,11412,"15.3620728, 75.1359308","2,Ashok Nagar,Bailappanavar Nagar,Hubli",Jaykripa Hospital,Karnataka,Dharwad
5780,11413,"15.351753, 75.1379294",4Th Floor Laxmi Comples Neeligin Road,K L E S Hospital,Karnataka,Dharwad
5781,11414,"15.3637212, 75.1343212",Hubli,Kims,Karnataka,Dharwad
5782,11416,"15.3647083, 75.1239547",Lamington Road Lamington Road Hubli,Shiv Krupa Hospital And Icu,Karnataka,Dharwad
5783,11417,"22.9884468, 72.4949156","1St Floor,Laxmi Complex",Siddharth Hospital,Karnataka,Dharwad
5784,11418,"22.8603296, 88.3688527","Barabazar,Chandernagore",United Nursing Home,Karnataka,Dharwad
5785,11419,"15.3564531, 75.1198836","1-Near Court Circle, Deshpande Nagar, Hubli",Vasan Eye Care Hospital,Karnataka,Dharwad
5786,11420,"15.3547598, 75.1384848","Deshpaid Nagar, Hubli",Vivekanand General Hospital,Karnataka,Dharwad
5787,11421,"15.3507544, 75.1086459",Ground Floor Shivsheel Multiplex Gokul Road Hubli,Hi Tech Intensive Care Unit And Hospital,Karnataka,Dharwad
5788,11422,"19.0399378, 73.0194861","18/1, Green Garden, Near K. S. R. T. C. Depot, Gokul Road",Kshema Orthopaedic Hospitals Pvt. Ltd.,Karnataka,Dharwad
5789,11424,"15.3647083, 75.1239547","Imz Plaza, Adjacent To New Bus Stand, Gokul Road, Dollars Colony, Hubli",Vaatsalaya Hospital,Karnataka,Dharwad
5790,11425,"15.4324651, 75.6380337",Rani K.C.Road,Annapurna Eye Clinic,Karnataka,Gadag
5791,11427,"15.4316894, 75.6388297","K C Rani Road,Masari",Hosmath Hospital,Karnataka,Gadag
5792,11428,"15.4324651, 75.6380337",Hulakoti,Kh Patil Hospital Research Centre,Karnataka,Gadag
5793,11429,"15.3639399, 75.12255","Vidya Nagar, 1St Cross",Maruthi Netralaya,Karnataka,Gadag
5794,11430,"15.4324651, 75.6380337",Vivekanand Road,Prasad Nursing Home,Karnataka,Gadag
5795,11431,"15.4316894, 75.6388297",K C Rani Road,Renuka Hospital,Karnataka,Gadag
5796,11432,"15.4324651, 75.6380337",",Extension",Shirol Hospital,Karnataka,Gadag
5797,11433,"15.4314641, 75.6403113","Hosmath Hospital, Masari",V S Hosmath,Karnataka,Gadag
5798,11435,"15.4324651, 75.6380337",Gadag-Betgeri,Basel Mission ( C.S.I ) Hospital,Karnataka,Gadag
5799,11437,"15.4324651, 75.6380337",Mulgunda Road,Kasturba Hospital,Karnataka,Gadag
5800,11438,"15.4324651, 75.6380337",Mulagunda Rd,Shobha Hospital,Karnataka,Gadag
5801,11439,"15.4102603, 75.6161761",Mulgund Road,Sonia Nursing Home,Karnataka,Gadag
5802,11440,"15.6995608, 75.7329592",Rona,Dr. Mallappa Meternity Nursing Home,Karnataka,Gadag
5803,11441,"15.6995608, 75.7329592","Gadag Road, Ron",Rajiv Ghandhi Education Societys Hospital,Karnataka,Gadag
5804,11442,"15.4324651, 75.6380337",Hosalli Road,Anand Nursing Home,Karnataka,Gadag
5805,11443,"15.4290801, 76.5352105","Stand Road, Gangavati,Koppal",Annapurna Multispeciality Hospital,Karnataka,Gadag
5806,11444,"15.4290801, 76.5352105","Bus Stand Road, Gangavati",Dr G Chandrappa Multi Speciality Hospital,Karnataka,Gadag
5807,11445,"15.431874, 76.5314817","Pampanagar Road,Near Court,OppositeTown Police Station,Gangavathi,Koppal",Government General Hospital Gangavathi,Karnataka,Gadag
5808,11446,"15.4333746, 76.5283973","OppositeSandeep Theatre,O.S.B.Road Gangavathi",Maruthi Eye and Dental Hospital,Karnataka,Gadag
5809,11447,"16.2120031, 77.3439283",Gandhi Nagar Gangavathi (Koppal) Gandhi Nagar Raichur,Patil Nursing Home,Karnataka,Gadag
5810,11448,"13.3082141, 76.9428465","C.B.S.Road, Mahaveera Circle",Shusrusha Nursing Home,Karnataka,Gadag
5811,11449,"15.4077747, 75.6386028",Koppal Road,Sri Siddheswara Nursing Home,Karnataka,Gadag
5812,11450,"15.4324651, 75.6380337",Gangavathi,Sri Vinayaka Nursing Hom,Karnataka,Gadag
5813,11452,"17.329731, 76.8342957",S.B. Temple Road,Banale Hospital,Karnataka,Gulbarga
5814,11458,"17.3229328, 76.821894","Msk Mill Road, Vasanth Nagar",Siddaganga Hospital,Karnataka,Gulbarga
5815,11461,"17.3275734, 76.8565879",Swastik Nagar -Ring Road,Devika Maternity Home and Ivf Centre,Karnataka,Gulbarga
5816,11462,"17.3005036, 76.8173075","Ring Road, Near Rama Mandir, Jevargi Road",Dhanvantari Hospital,Karnataka,Gulbarga
5817,11468,"17.329731, 76.8342957",Gulbarga,Government Gen. Hospital,Karnataka,Gulbarga
5818,11474,"17.329731, 76.8342957",Court Road,Matoshri Medical Centre,Karnataka,Gulbarga
5819,11475,"12.9085507, 77.6491195","59, Super Market, S.B.Temple Road",Noola Nursing Home,Karnataka,Gulbarga
5820,11487,"30.016988, 31.2850809","H.No.10/105/17/1, Sharan Nagar",Mores Children Hospital,Karnataka,Gulbarga
5821,11488,"17.329731, 76.8342957",Sangameshwara Nagar,Shree Basavalingappa Nisty Memorial Nursing Home,Karnataka,Gulbarga
5822,11489,"17.329731, 76.8342957",Shanthi Nagar,Sidrameshwar Eye Clinic,Karnataka,Gulbarga
5823,11491,"17.329731, 76.8342957",Gulbarga,Bhurukha Netralaya,Karnataka,Gulbarga
5824,11495,"17.3242617, 76.86484","Jayanagar,Sedam Road",Avinash Shah Memorial Multispeciality Hospital and Research Centre,Karnataka,Gulbarga
5825,11496,"17.3242617, 76.86484",Sedam Road,Basaveshwar Teaching and General Hospital,Karnataka,Gulbarga
5826,11498,"17.3330633, 76.8591211","No. 4-601 / 33 / 9B, Barey Hill's Ring Road",L M Care Maternity and General Hospital,Karnataka,Gulbarga
5827,11501,"13.3104549, 76.2537052","B.H.Rd, Arasikere",Ashwini Hospital,Karnataka,Hassan
5828,11502,"13.3104549, 76.2537052","Near State Bank Of India B.H.Rd, Arasikere",Naghabushan Hospital,Karnataka,Hassan
5829,11504,"13.1389848, 76.2238172",Arasolere Hassan Road,Smt Savitramma Sri Shanasappa Hospital,Karnataka,Hassan
5830,11505,"12.9111583, 76.3825553",Mysore Road Channarayapatna Hassan,Bharathi Hospital,Karnataka,Hassan
5831,11507,"13.2507007, 76.4895423","Mysore Road, Channarayapatna",Nagesh Hospital - Channarayapatna,Karnataka,Hassan
5832,11508,"12.9441511, 75.7865653","S P Road, Sakleshpur",Kamaldev Day Care Clinic,Karnataka,Hassan
5833,11509,"13.0068142, 76.0995519",Hassan,Chamarajendra Hospital,Karnataka,Hassan
5834,11514,"13.0097539, 76.102906",Race Course Road,Janatha Hospital and Research Center,Karnataka,Hassan
5835,11515,"13.0079751, 76.1102303",K R Puram,Jayashree Nursing Home,Karnataka,Hassan
5836,11517,"10.9978567, 76.9715147","Govt College Road,Near Ncc Office",Lakshmi Nursing Home,Karnataka,Hassan
5837,11518,"10.9978567, 76.9715147","Govt College Road,Near Ncc Office",Mahalakshmi Nursing Home,Karnataka,Hassan
5838,11519,"13.0079751, 76.1102303",",K.R. Puram",Malnad Nursing Home,Karnataka,Hassan
5839,11520,"13.0068048, 76.1072863",Sampige Road K R Puram,Mangala Hospital,Karnataka,Hassan
5840,11522,"13.3145423, 76.2551195","Near, S.B.I.,B.H. Road,Arsikere",Nagabhushana Hospital.,Karnataka,Hassan
5841,11523,"16.5147537, 80.6200619","Government Hospital Road, K.R. Puram","Rajeev Hospital, Hassan",Karnataka,Hassan
5842,11525,"13.0068048, 76.1072863","Sampigeroad, K.R.Puram",Sampige Nursing Home,Karnataka,Hassan
5843,11526,"12.972602, 77.6328805",K R Puram/Saraswathi Puram,Sanjivani Govt Hospital and Research Centre,Karnataka,Hassan
5844,11534,"15.3647083, 75.1239547",Rajendra Nagar Haveri Hubli,Dr Handral Nursing Home,Karnataka,Haveri
5845,11535,"13.0263892, 80.2566037","Ashwin Nagar, 2Nd Cross, P.B.Road",Dr.Dange Nursing Home,Karnataka,Haveri
5846,11536,"14.7933682, 75.3922237",Ashwini Nagar,Dr.Lodaya Hospital,Karnataka,Haveri
5847,11538,"15.351753, 75.1379294",Laxmi Complex P.B.Road,Renuka Eye Hospital,Karnataka,Haveri
5848,11541,"14.4554926, 75.3951378","Karnataka Medical Council, Hirekerur Tq",Someshwar Nursing Home,Karnataka,Haveri
5849,11542,"14.6200989, 75.6320515",A.D.B.Road Ranebennur,Challegeri Hospital,Karnataka,Haveri
5850,11544,"14.6158501, 75.6464347","Station Road And Hiregoudar Complex Medleri Road, Ranebennur",Om Hospital,Karnataka,Haveri
5851,11548,"14.6120742, 75.6258097",Rannebennur,Vidya Hospital,Karnataka,Haveri
5852,11549,"14.9913752, 75.221652",Old Bus Stand Road At & Tq: Shiggaon,Prabhu Nursing Home,Karnataka,Haveri
5853,11550,"12.4244205, 75.7381856","Ashwini Road, Madikeri",Ashwini Hospital,Karnataka,Kodagu
5854,11552,"12.3056249, 75.6909218",Appacha Kavi Road Madikeri,Shri Akhila Ravi Ayurshala,Karnataka,Kodagu
5855,11553,"12.4244205, 75.7381856","No.11, Near Patrika Bhavan, Industrial Estate, Madikeri",Sri Rajarajeshwari Hospital,Karnataka,Kodagu
5856,11560,"12.1949851, 75.8040022","Court Road,Virajpet",Virajpet Nursing Home,Karnataka,Kodagu
5857,11562,"13.1337126, 78.134156","3Rd Cross,Gowripet,Off. M.G. Road",Akshaya Nursing Home,Karnataka,Kolar
5858,11568,"13.1340086, 78.1359924",Near Head Post Office 1St Cross Gowripet,Ganesh Health Care,Karnataka,Kolar
5859,11569,"13.680328, 77.6690529","B.H. Road, Gowribidanur",Hope Health Care,Karnataka,Kolar
5860,11572,"12.9574125, 78.2742403","Prasad Buildings, OppositeJain College, Geetha Road, Robertsonpet, K.G.F",Mathru Chaya Maternity And Surgical Home,Karnataka,Kolar
